// [texture name]	[detail texture name]		[hscale]	[vscale]
    
suzhou_wall03           detail/dt_stone1		10.0		10.0256  256  no
zs_5wall19              detail/dt_stone1		10.0		10.0256  256  no
zs_truth1_G09           detail/dt_stone1		10.0		10.0256  256  no
zs_truth1_G14           detail/dt_metal1		10.0		10.0256  256  no
zs_truth1_M15           detail/dt_metal1		10.0		10.0256  256  no
{zs5_fence_01           detail/dt_metal1		10.0		10.0256  256  no
{zs_5win01              detail/dt_grass1		10.0		10.0256  256  no
{zs_handrail_01         detail/dt_metal1		10.0		10.0256  256  no
br_bk-door02            detail/dt_metal1		10.0		10.0256  256  no
br_block02              detail/dt_stone1		10.0		10.0256  256  no
br_floor01              detail/dt_stone1		10.0		10.0256  256  no
camo_cont03             detail/dt_metal1		10.0		10.0256  256  no
camo_cont04             detail/dt_metal1		10.0		10.0256  256  no
desert_floor51          detail/dt_stone1		10.0		10.0256  256  no
dg_wall58               detail/dt_stone1		10.0		10.0256  256  no
dust0_block_01          detail/dt_stone1		10.0		10.0256  256  no
dust0_box1              detail/dt_wood1 		10.0		10.0256  256  no
dust0_mtl02             detail/dt_metal1		10.0		10.0256  256  no
dust0_wood01            detail/dt_wood1 		10.0		10.0256  256  no
hk_prop59               detail/dt_stone1		10.0		10.0256  256  no
hs_window01             detail/dt_grass1		10.0		10.0256  256  no
n3_wall_12a             detail/dt_stone1		10.0		10.0256  256  no
n3_wall_12b             detail/dt_stone1		10.0		10.0256  256  no
n3_wall_12c             detail/dt_stone1		10.0		10.0256  256  no
plstr222                detail/dt_stone1		10.0		10.0256  256  no
zm_door_01              detail/dt_metal1		10.0		10.0256  256  no
zm_line_wall10a         detail/dt_stone1		10.0		10.0256  256  no
zm_line_wall11          detail/dt_stone1		10.0		10.0256  256  no
zm_line_wall13          detail/dt_stone1		10.0		10.0256  256  no
zm_line_wall15          detail/dt_stone1		10.0		10.0256  256  no
zm_line_wall17          detail/dt_metal1		10.0		10.0256  256  no
zs_floor_09             detail/dt_metal1		10.0		10.0256  256  no
zs_objects_09           detail/dt_metal1		10.0		10.0256  256  no
zs_objects_10           detail/dt_metal1		10.0		10.0256  256  no
zs_objects_11           detail/dt_metal1		10.0		10.0256  256  no
zs_wall_20              detail/dt_stone1		10.0		10.0256  256  no
zs_wall_24              detail/dt_stone1		10.0		10.0256  256  no
{barbwire-g8            detail/dt_metal1		10.0		10.0256  256  no
{line_fence_01          detail/dt_metal1		10.0		10.0256  256  no
{po_tension             detail/dt_metal1		10.0		10.0256  256  no
{pv_antenna1            detail/dt_metal1		10.0		10.0256  256  no
{pv_antenna2            detail/dt_metal1		10.0		10.0256  256  no
{zm_line_obj_02         detail/dt_metal1		10.0		10.0256  256  no
{zm_line_wall_0         detail/dt_metal1		10.0		10.0256  256  no
{zm_shopdoor_01         detail/dt_metal1		10.0		10.0256  256  no
{zm_win01               detail/dt_grass1		10.0		10.0256  256  no
