// [texture name]	[detail texture name]		[hscale]	[vscale]
    
zs_5floor02c            detail/dt_stone1		10.0		10.0256  256  no
zs_5floor02d            detail/dt_stone1		10.0		10.0256  256  no
zs_5floor02e            detail/dt_stone1		10.0		10.0256  256  no
zs_5floor03-a           detail/dt_stone1		10.0		10.0256  256  no
zs_5wall01              detail/dt_stone1		10.0		10.0256  256  no
zs_5wall02              detail/dt_stone1		10.0		10.0256  256  no
zs_5wall03              detail/dt_stone1		10.0		10.0256  256  no
zs_5wall06              detail/dt_stone1		10.0		10.0256  256  no
zs_5wall07              detail/dt_stone1		10.0		10.0256  256  no
zs_5wall08              detail/dt_stone1		10.0		10.0256  256  no
zs_5wall08b             detail/dt_stone1		10.0		10.0256  256  no
zs_5wall10              detail/dt_stone1		10.0		10.0256  256  no
zs_5wall11              detail/dt_stone1		10.0		10.0256  256  no
zs_5wall11b             detail/dt_stone1		10.0		10.0256  256  no
zs_5wall12              detail/dt_stone1		10.0		10.0256  256  no
zs_5wall16              detail/dt_stone1		10.0		10.0256  256  no
{br_bk_sign02           detail/dt_metal1		10.0		10.0256  256  no
{zm_line_obj_02         detail/dt_metal1		10.0		10.0256  256  no
{zm_win02               detail/dt_grass1		10.0		10.0256  256  no
